iter,residual_l2,error_l2
1089,0.217117,0.00262883
1090,0.216302,0.00261902
1091,0.21549,0.00260923
1092,0.214681,0.00259949
1093,0.213876,0.00258978
1094,0.213073,0.00258011
1095,0.212273,0.00257048
1096,0.211477,0.00256088
1097,0.210683,0.00255131
1098,0.209892,0.00254179
1099,0.209105,0.00253229
1100,0.20832,0.00252284
1101,0.207539,0.00251342
1102,0.20676,0.00250403
1103,0.205984,0.00249468
1104,0.205212,0.00248537
1105,0.204442,0.00247609
1106,0.203675,0.00246684
1107,0.202911,0.00245763
1108,0.20215,0.00244845
1109,0.201392,0.00243931
1110,0.200636,0.0024302
1111,0.199884,0.00242113
1112,0.199134,0.00241209
1113,0.198387,0.00240308
1114,0.197643,0.00239411
1115,0.196902,0.00238517
1116,0.196164,0.00237627
1117,0.195428,0.0023674
1118,0.194696,0.00235856
1119,0.193966,0.00234975
1120,0.193239,0.00234098
1121,0.192514,0.00233224
1122,0.191792,0.00232353
1123,0.191073,0.00231486
1124,0.190357,0.00230622
1125,0.189644,0.00229761
1126,0.188933,0.00228903
1127,0.188225,0.00228048
1128,0.187519,0.00227197
1129,0.186816,0.00226349
1130,0.186116,0.00225504
1131,0.185419,0.00224662
1132,0.184724,0.00223824
1133,0.184032,0.00222988
1134,0.183342,0.00222156
1135,0.182655,0.00221326
1136,0.181971,0.002205
1137,0.181289,0.00219677
1138,0.18061,0.00218857
1139,0.179933,0.0021804
1140,0.179259,0.00217227
1141,0.178588,0.00216416
1142,0.177918,0.00215608
1143,0.177252,0.00214803
1144,0.176588,0.00214001
1145,0.175927,0.00213203
1146,0.175268,0.00212407
1147,0.174611,0.00211614
1148,0.173957,0.00210824
1149,0.173306,0.00210038
1150,0.172657,0.00209254
1151,0.17201,0.00208473
1152,0.171366,0.00207695
1153,0.170724,0.00206919
1154,0.170085,0.00206147
1155,0.169448,0.00205378
1156,0.168813,0.00204611
1157,0.168181,0.00203848
1158,0.167552,0.00203087
1159,0.166924,0.00202329
1160,0.166299,0.00201574
1161,0.165677,0.00200822
1162,0.165056,0.00200072
1163,0.164439,0.00199326
1164,0.163823,0.00198582
1165,0.16321,0.00197841
1166,0.162599,0.00197102
1167,0.16199,0.00196367
1168,0.161384,0.00195634
1169,0.16078,0.00194904
1170,0.160178,0.00194177
1171,0.159578,0.00193452
1172,0.158981,0.0019273
1173,0.158386,0.00192011
1174,0.157793,0.00191295
1175,0.157203,0.00190581
1176,0.156615,0.0018987
1177,0.156029,0.00189161
1178,0.155445,0.00188455
1179,0.154863,0.00187752
1180,0.154283,0.00187052
1181,0.153706,0.00186354
1182,0.153131,0.00185658
1183,0.152558,0.00184966
1184,0.151987,0.00184276
1185,0.151419,0.00183588
1186,0.150852,0.00182903
1187,0.150288,0.00182221
1188,0.149726,0.00181541
1189,0.149165,0.00180863
1190,0.148607,0.00180188
1191,0.148051,0.00179516
1192,0.147498,0.00178846
1193,0.146946,0.00178179
1194,0.146396,0.00177514
1195,0.145849,0.00176852
1196,0.145303,0.00176192
1197,0.14476,0.00175535
1198,0.144218,0.0017488
1199,0.143679,0.00174228
1200,0.143141,0.00173578
1201,0.142606,0.0017293
1202,0.142073,0.00172285
1203,0.141541,0.00171642
1204,0.141012,0.00171002
1205,0.140485,0.00170364
1206,0.139959,0.00169728
1207,0.139436,0.00169095
1208,0.138915,0.00168464
1209,0.138395,0.00167836
1210,0.137878,0.0016721
1211,0.137362,0.00166586
1212,0.136848,0.00165964
1213,0.136337,0.00165345
1214,0.135827,0.00164728
1215,0.135319,0.00164114
1216,0.134813,0.00163502
1217,0.134309,0.00162892
1218,0.133807,0.00162284
1219,0.133307,0.00161679
1220,0.132809,0.00161076
1221,0.132312,0.00160475
1222,0.131817,0.00159876
1223,0.131325,0.0015928
1224,0.130834,0.00158686
1225,0.130345,0.00158094
1226,0.129857,0.00157504
1227,0.129372,0.00156916
1228,0.128888,0.00156331
1229,0.128407,0.00155748
1230,0.127927,0.00155167
1231,0.127449,0.00154588
1232,0.126972,0.00154012
1233,0.126498,0.00153437
1234,0.126025,0.00152865
1235,0.125554,0.00152294
1236,0.125085,0.00151726
1237,0.124617,0.0015116
1238,0.124151,0.00150597
1239,0.123687,0.00150035
1240,0.123225,0.00149475
1241,0.122765,0.00148918
1242,0.122306,0.00148362
1243,0.121849,0.00147809
1244,0.121394,0.00147258
1245,0.12094,0.00146708
1246,0.120488,0.00146161
1247,0.120038,0.00145616
1248,0.119589,0.00145073
1249,0.119142,0.00144532
1250,0.118697,0.00143993
1251,0.118254,0.00143456
1252,0.117812,0.00142921
1253,0.117372,0.00142388
1254,0.116933,0.00141857
1255,0.116496,0.00141327
1256,0.116061,0.001408
1257,0.115628,0.00140275
1258,0.115196,0.00139752
1259,0.114765,0.00139231
1260,0.114336,0.00138712
1261,0.113909,0.00138194
1262,0.113484,0.00137679
1263,0.11306,0.00137165
1264,0.112638,0.00136654
1265,0.112217,0.00136144
1266,0.111798,0.00135636
1267,0.11138,0.0013513
1268,0.110964,0.00134626
1269,0.110549,0.00134124
1270,0.110136,0.00133624
1271,0.109725,0.00133126
1272,0.109315,0.00132629
1273,0.108907,0.00132135
1274,0.1085,0.00131642
1275,0.108095,0.00131151
1276,0.107691,0.00130662
1277,0.107289,0.00130175
1278,0.106888,0.00129689
1279,0.106489,0.00129205
1280,0.106091,0.00128724
1281,0.105695,0.00128244
1282,0.1053,0.00127765
1283,0.104907,0.00127289
1284,0.104515,0.00126814
1285,0.104125,0.00126341
1286,0.103736,0.0012587
1287,0.103349,0.00125401
1288,0.102963,0.00124933
1289,0.102578,0.00124467
1290,0.102195,0.00124003
1291,0.101814,0.00123541
1292,0.101433,0.0012308
1293,0.101055,0.00122621
1294,0.100677,0.00122164
1295,0.100301,0.00121708
1296,0.0999269,0.00121254
1297,0.0995538,0.00120802
1298,0.0991821,0.00120352
1299,0.0988117,0.00119903
1300,0.0984428,0.00119456
1301,0.0980752,0.0011901
1302,0.097709,0.00118566
1303,0.0973442,0.00118124
1304,0.0969808,0.00117684
1305,0.0966187,0.00117245
1306,0.096258,0.00116808
1307,0.0958986,0.00116372
1308,0.0955405,0.00115938
1309,0.0951838,0.00115506
1310,0.0948285,0.00115075
1311,0.0944745,0.00114646
1312,0.0941218,0.00114219
1313,0.0937704,0.00113793
1314,0.0934203,0.00113368
1315,0.0930715,0.00112946
1316,0.0927241,0.00112524
1317,0.0923779,0.00112105
1318,0.0920331,0.00111687
1319,0.0916895,0.0011127
1320,0.0913473,0.00110855
1321,0.0910063,0.00110442
1322,0.0906665,0.0011003
1323,0.0903281,0.0010962
1324,0.0899909,0.00109211
1325,0.089655,0.00108804
1326,0.0893203,0.00108398
1327,0.0889869,0.00107994
1328,0.0886548,0.00107591
1329,0.0883238,0.0010719
1330,0.0879942,0.00106791
1331,0.0876657,0.00106392
1332,0.0873385,0.00105996
1333,0.0870125,0.00105601
1334,0.0866877,0.00105207
1335,0.0863642,0.00104814
1336,0.0860418,0.00104424
1337,0.0857207,0.00104034
1338,0.0854008,0.00103646
1339,0.085082,0.0010326
1340,0.0847645,0.00102875
1341,0.0844481,0.00102491
1342,0.0841329,0.00102109
1343,0.0838189,0.00101728
1344,0.0835061,0.00101349
1345,0.0831945,0.00100971
1346,0.082884,0.00100595
1347,0.0825746,0.0010022
1348,0.0822665,0.000998461
1349,0.0819595,0.000994738
1350,0.0816536,0.000991029
1351,0.0813489,0.000987334
1352,0.0810453,0.000983653
1353,0.0807428,0.000979985
1354,0.0804415,0.000976331
1355,0.0801413,0.000972691
1356,0.0798423,0.000969064
1357,0.0795443,0.000965451
1358,0.0792475,0.000961852
1359,0.0789517,0.000958265
1360,0.0786571,0.000954693
1361,0.0783636,0.000951133
1362,0.0780712,0.000947587
1363,0.0777799,0.000944054
1364,0.0774896,0.000940534
1365,0.0772005,0.000937027
1366,0.0769124,0.000933534
1367,0.0766254,0.000930053
1368,0.0763395,0.000926586
1369,0.0760546,0.000923131
1370,0.0757708,0.000919689
1371,0.0754881,0.00091626
1372,0.0752065,0.000912844
1373,0.0749258,0.000909441
1374,0.0746463,0.00090605
1375,0.0743678,0.000902672
1376,0.0740903,0.000899307
1377,0.0738138,0.000895954
1378,0.0735384,0.000892613
1379,0.073264,0.000889285
1380,0.0729907,0.00088597
1381,0.0727184,0.000882667
1382,0.072447,0.000879376
1383,0.0721767,0.000876098
1384,0.0719074,0.000872831
1385,0.0716392,0.000869577
1386,0.0713719,0.000866335
1387,0.0711056,0.000863105
1388,0.0708403,0.000859887
1389,0.070576,0.000856682
1390,0.0703127,0.000853488
1391,0.0700504,0.000850306
1392,0.069789,0.000847136
1393,0.0695287,0.000843977
1394,0.0692693,0.000840831
1395,0.0690109,0.000837696
1396,0.0687534,0.000834573
1397,0.0684969,0.000831462
1398,0.0682414,0.000828362
1399,0.0679868,0.000825273
1400,0.0677332,0.000822197
1401,0.0674805,0.000819131
1402,0.0672287,0.000816078
1403,0.0669779,0.000813035
1404,0.0667281,0.000810004
1405,0.0664791,0.000806984
1406,0.0662312,0.000803976
1407,0.0659841,0.000800979
1408,0.0657379,0.000797992
1409,0.0654927,0.000795017
1410,0.0652484,0.000792054
1411,0.065005,0.000789101
1412,0.0647625,0.000786159
1413,0.0645209,0.000783228
1414,0.0642802,0.000780308
1415,0.0640405,0.000777399
1416,0.0638016,0.000774501
1417,0.0635636,0.000771614
1418,0.0633265,0.000768737
1419,0.0630902,0.000765871
1420,0.0628549,0.000763016
1421,0.0626204,0.000760171
1422,0.0623869,0.000757337
1423,0.0621542,0.000754514
1424,0.0619223,0.000751701
1425,0.0616913,0.000748899
1426,0.0614612,0.000746107
1427,0.061232,0.000743326
1428,0.0610036,0.000740555
1429,0.060776,0.000737794
1430,0.0605493,0.000735043
1431,0.0603235,0.000732303
1432,0.0600985,0.000729573
1433,0.0598743,0.000726853
1434,0.059651,0.000724144
1435,0.0594285,0.000721444
1436,0.0592069,0.000718755
1437,0.058986,0.000716075
1438,0.058766,0.000713406
1439,0.0585468,0.000710746
1440,0.0583285,0.000708097
1441,0.0581109,0.000705457
1442,0.0578942,0.000702827
1443,0.0576782,0.000700207
1444,0.0574631,0.000697597
1445,0.0572488,0.000694996
1446,0.0570353,0.000692405
1447,0.0568225,0.000689824
1448,0.0566106,0.000687252
1449,0.0563995,0.00068469
1450,0.0561891,0.000682138
1451,0.0559796,0.000679595
1452,0.0557708,0.000677062
1453,0.0555628,0.000674538
1454,0.0553556,0.000672023
1455,0.0551491,0.000669518
1456,0.0549434,0.000667022
1457,0.0547385,0.000664535
1458,0.0545344,0.000662058
1459,0.054331,0.00065959
1460,0.0541284,0.000657131
1461,0.0539265,0.000654682
1462,0.0537254,0.000652241
1463,0.053525,0.00064981
1464,0.0533254,0.000647387
1465,0.0531265,0.000644974
1466,0.0529284,0.00064257
1467,0.052731,0.000640174
1468,0.0525344,0.000637788
1469,0.0523384,0.00063541
1470,0.0521432,0.000633042
1471,0.0519488,0.000630682
1472,0.0517551,0.000628331
1473,0.051562,0.000625988
1474,0.0513698,0.000623655
1475,0.0511782,0.00062133
1476,0.0509873,0.000619014
1477,0.0507972,0.000616706
1478,0.0506078,0.000614407
1479,0.050419,0.000612117
1480,0.050231,0.000609835
1481,0.0500437,0.000607562
1482,0.0498571,0.000605297
1483,0.0496711,0.000603041
1484,0.0494859,0.000600793
1485,0.0493014,0.000598553
1486,0.0491175,0.000596322
1487,0.0489344,0.000594099
1488,0.0487519,0.000591884
1489,0.0485701,0.000589678
1490,0.048389,0.00058748
1491,0.0482085,0.00058529
1492,0.0480287,0.000583108
1493,0.0478496,0.000580935
1494,0.0476712,0.000578769
1495,0.0474934,0.000576612
1496,0.0473163,0.000574462
1497,0.0471399,0.000572321
1498,0.0469641,0.000570187
1499,0.046789,0.000568062
1500,0.0466145,0.000565944
1501,0.0464407,0.000563835
1502,0.0462675,0.000561733
1503,0.046095,0.000559639
1504,0.0459231,0.000557553
1505,0.0457519,0.000555474
1506,0.0455813,0.000553404
1507,0.0454113,0.000551341
1508,0.045242,0.000549286
1509,0.0450733,0.000547238
1510,0.0449052,0.000545198
1511,0.0447378,0.000543166
1512,0.0445709,0.000541141
1513,0.0444047,0.000539124
1514,0.0442392,0.000537114
1515,0.0440742,0.000535112
1516,0.0439099,0.000533118
1517,0.0437461,0.00053113
1518,0.043583,0.00052915
1519,0.0434205,0.000527178
1520,0.0432586,0.000525213
1521,0.0430973,0.000523255
1522,0.0429366,0.000521305
1523,0.0427765,0.000519361
1524,0.042617,0.000517425
1525,0.0424581,0.000515497
1526,0.0422998,0.000513575
1527,0.0421421,0.000511661
1528,0.0419849,0.000509753
1529,0.0418284,0.000507853
1530,0.0416724,0.00050596
1531,0.0415171,0.000504074
1532,0.0413623,0.000502195
1533,0.041208,0.000500323
1534,0.0410544,0.000498458
1535,0.0409013,0.0004966
1536,0.0407488,0.000494749
1537,0.0405969,0.000492905
1538,0.0404455,0.000491068
1539,0.0402947,0.000489237
1540,0.0401445,0.000487413
1541,0.0399948,0.000485597
1542,0.0398457,0.000483786
1543,0.0396971,0.000481983
1544,0.0395491,0.000480187
1545,0.0394016,0.000478397
1546,0.0392547,0.000476613
1547,0.0391084,0.000474837
1548,0.0389626,0.000473067
1549,0.0388173,0.000471303
1550,0.0386726,0.000469547
1551,0.0385284,0.000467796
1552,0.0383847,0.000466053
1553,0.0382416,0.000464315
1554,0.038099,0.000462585
1555,0.037957,0.00046086
1556,0.0378155,0.000459143
1557,0.0376745,0.000457431
1558,0.037534,0.000455726
1559,0.0373941,0.000454027
1560,0.0372546,0.000452335
1561,0.0371157,0.000450649
1562,0.0369774,0.000448969
1563,0.0368395,0.000447295
1564,0.0367022,0.000445628
1565,0.0365653,0.000443967
1566,0.036429,0.000442312
1567,0.0362932,0.000440663
1568,0.0361579,0.000439021
1569,0.0360231,0.000437384
1570,0.0358887,0.000435754
1571,0.0357549,0.00043413
1572,0.0356216,0.000432512
1573,0.0354888,0.000430899
1574,0.0353565,0.000429293
1575,0.0352247,0.000427693
1576,0.0350934,0.000426099
1577,0.0349625,0.000424511
1578,0.0348322,0.000422928
1579,0.0347023,0.000421352
1580,0.034573,0.000419781
1581,0.0344441,0.000418217
1582,0.0343156,0.000416658
1583,0.0341877,0.000415105
1584,0.0340603,0.000413557
1585,0.0339333,0.000412016
1586,0.0338068,0.00041048
1587,0.0336807,0.00040895
1588,0.0335552,0.000407426
1589,0.0334301,0.000405907
1590,0.0333054,0.000404394
1591,0.0331813,0.000402887
1592,0.0330576,0.000401385
1593,0.0329343,0.000399889
1594,0.0328115,0.000398398
1595,0.0326892,0.000396913
1596,0.0325673,0.000395434
1597,0.0324459,0.00039396
1598,0.032325,0.000392491
1599,0.0322045,0.000391028
1600,0.0320844,0.000389571
1601,0.0319648,0.000388119
1602,0.0318456,0.000386672
1603,0.0317269,0.000385231
1604,0.0316086,0.000383795
1605,0.0314908,0.000382364
1606,0.0313734,0.000380939
1607,0.0312564,0.000379519
1608,0.0311399,0.000378104
1609,0.0310238,0.000376695
1610,0.0309081,0.000375291
1611,0.0307929,0.000373892
1612,0.0306781,0.000372498
1613,0.0305637,0.00037111
1614,0.0304498,0.000369727
1615,0.0303363,0.000368349
1616,0.0302232,0.000366976
1617,0.0301105,0.000365608
1618,0.0299983,0.000364245
1619,0.0298864,0.000362887
1620,0.029775,0.000361535
1621,0.029664,0.000360187
1622,0.0295534,0.000358845
1623,0.0294433,0.000357507
1624,0.0293335,0.000356174
1625,0.0292241,0.000354847
1626,0.0291152,0.000353524
1627,0.0290067,0.000352206
1628,0.0288985,0.000350894
1629,0.0287908,0.000349586
1630,0.0286835,0.000348283
1631,0.0285765,0.000346985
1632,0.02847,0.000345691
1633,0.0283639,0.000344403
1634,0.0282581,0.000343119
1635,0.0281528,0.00034184
1636,0.0280478,0.000340566
1637,0.0279433,0.000339296
1638,0.0278391,0.000338032
1639,0.0277353,0.000336772
1640,0.0276319,0.000335516
1641,0.0275289,0.000334266
1642,0.0274263,0.00033302
1643,0.0273241,0.000331779
1644,0.0272222,0.000330542
1645,0.0271207,0.00032931
1646,0.0270196,0.000328082
1647,0.0269189,0.00032686
1648,0.0268185,0.000325641
1649,0.0267186,0.000324428
1650,0.026619,0.000323218
1651,0.0265197,0.000322014
1652,0.0264209,0.000320813
1653,0.0263224,0.000319617
1654,0.0262243,0.000318426
1655,0.0261265,0.000317239
1656,0.0260291,0.000316057
1657,0.0259321,0.000314879
1658,0.0258354,0.000313705
1659,0.0257391,0.000312536
1660,0.0256432,0.000311371
1661,0.0255476,0.00031021
1662,0.0254523,0.000309054
1663,0.0253574,0.000307902
1664,0.0252629,0.000306754
1665,0.0251687,0.000305611
1666,0.0250749,0.000304472
1667,0.0249814,0.000303337
1668,0.0248883,0.000302206
1669,0.0247955,0.00030108
1670,0.0247031,0.000299958
1671,0.024611,0.00029884
1672,0.0245193,0.000297726
1673,0.0244279,0.000296616
1674,0.0243368,0.000295511
1675,0.0242461,0.000294409
1676,0.0241557,0.000293312
1677,0.0240657,0.000292218
1678,0.023976,0.000291129
1679,0.0238866,0.000290044
1680,0.0237975,0.000288963
1681,0.0237088,0.000287886
1682,0.0236205,0.000286813
1683,0.0235324,0.000285744
1684,0.0234447,0.000284679
1685,0.0233573,0.000283618
1686,0.0232702,0.000282561
1687,0.0231835,0.000281507
1688,0.0230971,0.000280458
1689,0.023011,0.000279413
1690,0.0229252,0.000278371
1691,0.0228397,0.000277334
1692,0.0227546,0.0002763
1693,0.0226698,0.00027527
1694,0.0225853,0.000274244
1695,0.0225011,0.000273222
1696,0.0224172,0.000272204
1697,0.0223336,0.000271189
1698,0.0222504,0.000270178
1699,0.0221674,0.000269171
1700,0.0220848,0.000268168
1701,0.0220025,0.000267168
1702,0.0219205,0.000266172
1703,0.0218387,0.00026518
1704,0.0217573,0.000264192
1705,0.0216762,0.000263207
1706,0.0215954,0.000262226
1707,0.0215149,0.000261249
1708,0.0214347,0.000260275
1709,0.0213548,0.000259305
1710,0.0212752,0.000258338
1711,0.0211959,0.000257376
1712,0.0211169,0.000256416
1713,0.0210382,0.00025546
1714,0.0209598,0.000254508
1715,0.0208817,0.00025356
1716,0.0208038,0.000252615
1717,0.0207263,0.000251673
1718,0.020649,0.000250735
1719,0.020572,0.0002498
1720,0.0204954,0.000248869
1721,0.020419,0.000247942
1722,0.0203428,0.000247018
1723,0.020267,0.000246097
1724,0.0201915,0.00024518
1725,0.0201162,0.000244266
1726,0.0200412,0.000243355
1727,0.0199665,0.000242448
1728,0.0198921,0.000241545
1729,0.0198179,0.000240644
1730,0.0197441,0.000239747
1731,0.0196705,0.000238854
1732,0.0195971,0.000237963
1733,0.0195241,0.000237076
1734,0.0194513,0.000236193
1735,0.0193788,0.000235312
1736,0.0193066,0.000234435
1737,0.0192346,0.000233562
1738,0.0191629,0.000232691
1739,0.0190915,0.000231824
1740,0.0190203,0.00023096
1741,0.0189494,0.000230099
1742,0.0188788,0.000229241
1743,0.0188084,0.000228387
1744,0.0187383,0.000227535
1745,0.0186685,0.000226687
1746,0.0185989,0.000225842
1747,0.0185295,0.000225001
1748,0.0184605,0.000224162
1749,0.0183917,0.000223326
1750,0.0183231,0.000222494
1751,0.0182548,0.000221665
1752,0.0181868,0.000220839
1753,0.018119,0.000220015
1754,0.0180514,0.000219195
1755,0.0179841,0.000218378
1756,0.0179171,0.000217564
1757,0.0178503,0.000216754
1758,0.0177838,0.000215946
1759,0.0177175,0.000215141
1760,0.0176515,0.000214339
1761,0.0175857,0.00021354
1762,0.0175201,0.000212744
1763,0.0174548,0.000211951
1764,0.0173897,0.000211161
1765,0.0173249,0.000210374
1766,0.0172603,0.00020959
1767,0.017196,0.000208809
1768,0.0171319,0.00020803
1769,0.017068,0.000207255
1770,0.0170044,0.000206483
1771,0.016941,0.000205713
1772,0.0168779,0.000204946
1773,0.016815,0.000204182
1774,0.0167523,0.000203421
1775,0.0166899,0.000202663
1776,0.0166277,0.000201908
1777,0.0165657,0.000201155
1778,0.0165039,0.000200405
1779,0.0164424,0.000199658
1780,0.0163811,0.000198914
1781,0.0163201,0.000198173
1782,0.0162592,0.000197434
1783,0.0161986,0.000196698
1784,0.0161382,0.000195965
1785,0.0160781,0.000195235
1786,0.0160182,0.000194507
1787,0.0159585,0.000193782
1788,0.015899,0.00019306
1789,0.0158397,0.00019234
1790,0.0157807,0.000191623
1791,0.0157218,0.000190909
1792,0.0156632,0.000190198
1793,0.0156049,0.000189489
1794,0.0155467,0.000188782
1795,0.0154887,0.000188079
1796,0.015431,0.000187378
1797,0.0153735,0.000186679
1798,0.0153162,0.000185984
1799,0.0152591,0.00018529
1800,0.0152022,0.0001846
1801,0.0151456,0.000183912
1802,0.0150891,0.000183226
1803,0.0150329,0.000182543
1804,0.0149768,0.000181863
1805,0.014921,0.000181185
1806,0.0148654,0.00018051
1807,0.01481,0.000179837
1808,0.0147548,0.000179167
1809,0.0146998,0.000178499
1810,0.014645,0.000177833
1811,0.0145904,0.000177171
1812,0.014536,0.00017651
1813,0.0144818,0.000175852
1814,0.0144279,0.000175197
1815,0.0143741,0.000174544
1816,0.0143205,0.000173893
1817,0.0142671,0.000173245
1818,0.0142139,0.0001726
1819,0.014161,0.000171956
1820,0.0141082,0.000171315
1821,0.0140556,0.000170677
1822,0.0140032,0.000170041
1823,0.013951,0.000169407
1824,0.013899,0.000168775
1825,0.0138472,0.000168146
1826,0.0137956,0.00016752
1827,0.0137442,0.000166895
1828,0.0136929,0.000166273
1829,0.0136419,0.000165653
1830,0.013591,0.000165036
1831,0.0135404,0.000164421
1832,0.0134899,0.000163808
1833,0.0134396,0.000163197
1834,0.0133895,0.000162589
1835,0.0133396,0.000161983
1836,0.0132899,0.000161379
1837,0.0132404,0.000160778
1838,0.013191,0.000160179
1839,0.0131419,0.000159582
1840,0.0130929,0.000158987
1841,0.0130441,0.000158394
1842,0.0129954,0.000157804
1843,0.012947,0.000157216
1844,0.0128988,0.00015663
1845,0.0128507,0.000156046
1846,0.0128028,0.000155464
1847,0.0127551,0.000154885
1848,0.0127075,0.000154308
1849,0.0126601,0.000153732
1850,0.012613,0.000153159
1851,0.0125659,0.000152589
1852,0.0125191,0.00015202
1853,0.0124724,0.000151453
1854,0.012426,0.000150889
1855,0.0123796,0.000150326
1856,0.0123335,0.000149766
1857,0.0122875,0.000149208
1858,0.0122417,0.000148652
1859,0.0121961,0.000148098
1860,0.0121506,0.000147546
1861,0.0121053,0.000146996
1862,0.0120602,0.000146448
1863,0.0120153,0.000145902
1864,0.0119705,0.000145358
1865,0.0119259,0.000144816
1866,0.0118814,0.000144277
1867,0.0118371,0.000143739
1868,0.011793,0.000143203
1869,0.0117491,0.000142669
1870,0.0117053,0.000142138
1871,0.0116616,0.000141608
1872,0.0116182,0.00014108
1873,0.0115749,0.000140554
1874,0.0115317,0.00014003
1875,0.0114887,0.000139508
1876,0.0114459,0.000138988
1877,0.0114033,0.00013847
1878,0.0113607,0.000137954
1879,0.0113184,0.00013744
1880,0.0112762,0.000136928
1881,0.0112342,0.000136418
1882,0.0111923,0.000135909
1883,0.0111506,0.000135402
1884,0.011109,0.000134898
1885,0.0110676,0.000134395
1886,0.0110264,0.000133894
1887,0.0109853,0.000133395
1888,0.0109443,0.000132898
1889,0.0109035,0.000132403
1890,0.0108629,0.000131909
1891,0.0108224,0.000131417
1892,0.0107821,0.000130928
1893,0.0107419,0.00013044
1894,0.0107018,0.000129953
1895,0.010662,0.000129469
1896,0.0106222,0.000128986
1897,0.0105826,0.000128506
1898,0.0105432,0.000128027
1899,0.0105039,0.00012755
1900,0.0104647,0.000127074
1901,0.0104257,0.000126601
1902,0.0103869,0.000126129
1903,0.0103481,0.000125659
1904,0.0103096,0.00012519
1905,0.0102712,0.000124724
1906,0.0102329,0.000124259
1907,0.0101947,0.000123796
1908,0.0101567,0.000123334
1909,0.0101189,0.000122874
1910,0.0100812,0.000122416
1911,0.0100436,0.00012196
1912,0.0100061,0.000121506
1913,0.00996885,0.000121053
1914,0.00993169,0.000120602
1915,0.00989467,0.000120152
1916,0.00985779,0.000119704
1917,0.00982105,0.000119258
1918,0.00978444,0.000118814
1919,0.00974797,0.000118371
1920,0.00971164,0.00011793
1921,0.00967544,0.00011749
1922,0.00963938,0.000117052
1923,0.00960345,0.000116616
1924,0.00956766,0.000116181
1925,0.00953199,0.000115748
1926,0.00949647,0.000115317
1927,0.00946107,0.000114887
1928,0.00942581,0.000114459
1929,0.00939067,0.000114032
1930,0.00935567,0.000113607
1931,0.0093208,0.000113184
1932,0.00928606,0.000112762
1933,0.00925145,0.000112341
1934,0.00921697,0.000111923
1935,0.00918261,0.000111506
1936,0.00914838,0.00011109
1937,0.00911429,0.000110676
1938,0.00908032,0.000110263
1939,0.00904647,0.000109852
1940,0.00901275,0.000109443
1941,0.00897916,0.000109035
1942,0.00894569,0.000108629
1943,0.00891235,0.000108224
1944,0.00887913,0.00010782
1945,0.00884603,0.000107419
1946,0.00881306,0.000107018
1947,0.00878021,0.000106619
1948,0.00874749,0.000106222
1949,0.00871488,0.000105826
1950,0.0086824,0.000105432
1951,0.00865004,0.000105039
1952,0.0086178,0.000104647
1953,0.00858568,0.000104257
1954,0.00855368,0.000103869
1955,0.00852179,0.000103481
1956,0.00849003,0.000103096
1957,0.00845839,0.000102711
1958,0.00842686,0.000102329
1959,0.00839545,0.000101947
1960,0.00836416,0.000101567
1961,0.00833298,0.000101189
1962,0.00830193,0.000100811
1963,0.00827098,0.000100436
1964,0.00824015,0.000100061
1965,0.00820944,9.96885e-05
1966,0.00817884,9.93169e-05
1967,0.00814836,9.89467e-05
1968,0.00811799,9.85779e-05
1969,0.00808773,9.82105e-05
1970,0.00805758,9.78445e-05
1971,0.00802755,9.74798e-05
1972,0.00799763,9.71165e-05
1973,0.00796782,9.67545e-05
1974,0.00793812,9.63939e-05
1975,0.00790854,9.60346e-05
1976,0.00787906,9.56766e-05
1977,0.00784969,9.532e-05
1978,0.00782043,9.49648e-05
1979,0.00779128,9.46108e-05
1980,0.00776224,9.42582e-05
1981,0.00773331,9.39069e-05
1982,0.00770449,9.35568e-05
1983,0.00767577,9.32081e-05
1984,0.00764716,9.28607e-05
1985,0.00761866,9.25146e-05
1986,0.00759026,9.21698e-05
1987,0.00756197,9.18263e-05
1988,0.00753379,9.1484e-05
1989,0.00750571,9.1143e-05
1990,0.00747773,9.08033e-05
1991,0.00744986,9.04649e-05
1992,0.00742209,9.01277e-05
1993,0.00739443,8.97918e-05
1994,0.00736687,8.94571e-05
1995,0.00733941,8.91237e-05
1996,0.00731205,8.87915e-05
1997,0.0072848,8.84606e-05
1998,0.00725765,8.81309e-05
1999,0.0072306,8.78024e-05
2000,0.00720365,8.74751e-05
2001,0.0071768,8.71491e-05
2002,0.00715005,8.68243e-05
2003,0.0071234,8.65006e-05
2004,0.00709685,8.61782e-05
2005,0.0070704,8.5857e-05
2006,0.00704404,8.5537e-05
2007,0.00701779,8.52182e-05
2008,0.00699163,8.49006e-05
2009,0.00696557,8.45842e-05
2010,0.00693961,8.42689e-05
2011,0.00691374,8.39548e-05
2012,0.00688797,8.36419e-05
2013,0.0068623,8.33301e-05
2014,0.00683672,8.30196e-05
2015,0.00681124,8.27101e-05
2016,0.00678585,8.24018e-05
2017,0.00676056,8.20947e-05
2018,0.00673536,8.17887e-05
2019,0.00671026,8.14839e-05
2020,0.00668525,8.11802e-05
2021,0.00666033,8.08776e-05
2022,0.00663551,8.05762e-05
2023,0.00661077,8.02758e-05
2024,0.00658613,7.99766e-05
2025,0.00656159,7.96786e-05
2026,0.00653713,7.93816e-05
2027,0.00651276,7.90857e-05
2028,0.00648849,7.87909e-05
2029,0.00646431,7.84973e-05
2030,0.00644021,7.82047e-05
