iter,residual_l2,error_l2
2031,0.00641621,7.79132e-05
2032,0.00639229,7.76228e-05
2033,0.00636847,7.73335e-05
2034,0.00634473,7.70453e-05
2035,0.00632108,7.67581e-05
2036,0.00629752,7.6472e-05
2037,0.00627405,7.6187e-05
2038,0.00625067,7.5903e-05
2039,0.00622737,7.56201e-05
2040,0.00620416,7.53383e-05
2041,0.00618103,7.50575e-05
2042,0.00615799,7.47777e-05
2043,0.00613504,7.4499e-05
2044,0.00611218,7.42213e-05
2045,0.00608939,7.39447e-05
2046,0.0060667,7.36691e-05
2047,0.00604409,7.33945e-05
2048,0.00602156,7.3121e-05
2049,0.00599911,7.28484e-05
2050,0.00597675,7.25769e-05
2051,0.00595448,7.23064e-05
2052,0.00593228,7.20369e-05
2053,0.00591017,7.17684e-05
2054,0.00588815,7.15009e-05
2055,0.0058662,7.12344e-05
2056,0.00584433,7.09689e-05
2057,0.00582255,7.07044e-05
2058,0.00580085,7.04409e-05
2059,0.00577923,7.01783e-05
2060,0.00575769,6.99167e-05
2061,0.00573623,6.96561e-05
2062,0.00571485,6.93965e-05
2063,0.00569355,6.91379e-05
2064,0.00567233,6.88802e-05
2065,0.00565118,6.86235e-05
2066,0.00563012,6.83677e-05
2067,0.00560914,6.81129e-05
2068,0.00558823,6.7859e-05
2069,0.0055674,6.76061e-05
2070,0.00554665,6.73541e-05
2071,0.00552598,6.7103e-05
2072,0.00550538,6.68529e-05
2073,0.00548486,6.66038e-05
2074,0.00546442,6.63555e-05
2075,0.00544405,6.61082e-05
2076,0.00542376,6.58618e-05
2077,0.00540354,6.56163e-05
2078,0.0053834,6.53718e-05
2079,0.00536334,6.51281e-05
2080,0.00534335,6.48854e-05
2081,0.00532343,6.46435e-05
2082,0.00530359,6.44026e-05
2083,0.00528382,6.41625e-05
2084,0.00526413,6.39234e-05
2085,0.00524451,6.36851e-05
2086,0.00522496,6.34478e-05
2087,0.00520549,6.32113e-05
2088,0.00518608,6.29757e-05
2089,0.00516675,6.2741e-05
2090,0.0051475,6.25071e-05
2091,0.00512831,6.22742e-05
2092,0.0051092,6.2042e-05
2093,0.00509015,6.18108e-05
2094,0.00507118,6.15804e-05
2095,0.00505228,6.13509e-05
2096,0.00503345,6.11222e-05
2097,0.00501469,6.08944e-05
2098,0.004996,6.06675e-05
2099,0.00497738,6.04413e-05
2100,0.00495883,6.02161e-05
2101,0.00494034,5.99916e-05
2102,0.00492193,5.9768e-05
2103,0.00490358,5.95453e-05
2104,0.00488531,5.93233e-05
2105,0.0048671,5.91022e-05
2106,0.00484896,5.88819e-05
2107,0.00483088,5.86625e-05
2108,0.00481288,5.84438e-05
2109,0.00479494,5.8226e-05
2110,0.00477707,5.8009e-05
2111,0.00475926,5.77928e-05
2112,0.00474152,5.75774e-05
2113,0.00472385,5.73628e-05
2114,0.00470625,5.7149e-05
2115,0.0046887,5.69359e-05
2116,0.00467123,5.67237e-05
2117,0.00465382,5.65123e-05
2118,0.00463647,5.63017e-05
2119,0.00461919,5.60918e-05
2120,0.00460197,5.58828e-05
2121,0.00458482,5.56745e-05
2122,0.00456773,5.5467e-05
2123,0.00455071,5.52602e-05
2124,0.00453375,5.50543e-05
2125,0.00451685,5.48491e-05
2126,0.00450001,5.46446e-05
2127,0.00448324,5.4441e-05
2128,0.00446653,5.42381e-05
2129,0.00444988,5.40359e-05
2130,0.0044333,5.38345e-05
2131,0.00441677,5.36339e-05
2132,0.00440031,5.3434e-05
2133,0.00438391,5.32348e-05
2134,0.00436757,5.30364e-05
2135,0.00435129,5.28387e-05
2136,0.00433507,5.26418e-05
2137,0.00431892,5.24456e-05
2138,0.00430282,5.22501e-05
2139,0.00428678,5.20553e-05
2140,0.0042708,5.18613e-05
2141,0.00425489,5.1668e-05
2142,0.00423903,5.14754e-05
2143,0.00422323,5.12836e-05
2144,0.00420749,5.10924e-05
2145,0.0041918,5.0902e-05
2146,0.00417618,5.07123e-05
2147,0.00416062,5.05233e-05
2148,0.00414511,5.0335e-05
2149,0.00412966,5.01474e-05
2150,0.00411427,4.99605e-05
2151,0.00409893,4.97742e-05
2152,0.00408365,4.95887e-05
2153,0.00406843,4.94039e-05
2154,0.00405327,4.92198e-05
2155,0.00403816,4.90363e-05
2156,0.00402311,4.88535e-05
2157,0.00400812,4.86715e-05
2158,0.00399318,4.849e-05
2159,0.00397829,4.83093e-05
2160,0.00396347,4.81293e-05
2161,0.00394869,4.79499e-05
2162,0.00393398,4.77712e-05
2163,0.00391931,4.75931e-05
2164,0.00390471,4.74157e-05
2165,0.00389015,4.7239e-05
2166,0.00387565,4.70629e-05
2167,0.00386121,4.68875e-05
2168,0.00384682,4.67127e-05
2169,0.00383248,4.65386e-05
2170,0.00381819,4.63652e-05
2171,0.00380396,4.61924e-05
2172,0.00378978,4.60202e-05
2173,0.00377566,4.58487e-05
2174,0.00376159,4.56778e-05
2175,0.00374757,4.55075e-05
2176,0.0037336,4.53379e-05
2177,0.00371968,4.51689e-05
2178,0.00370582,4.50006e-05
2179,0.00369201,4.48329e-05
2180,0.00367824,4.46658e-05
2181,0.00366454,4.44993e-05
2182,0.00365088,4.43334e-05
2183,0.00363727,4.41682e-05
2184,0.00362371,4.40036e-05
2185,0.00361021,4.38396e-05
2186,0.00359675,4.36762e-05
2187,0.00358334,4.35134e-05
2188,0.00356999,4.33512e-05
2189,0.00355668,4.31896e-05
2190,0.00354343,4.30286e-05
2191,0.00353022,4.28683e-05
2192,0.00351706,4.27085e-05
2193,0.00350395,4.25493e-05
2194,0.00349089,4.23907e-05
2195,0.00347788,4.22327e-05
2196,0.00346492,4.20753e-05
2197,0.003452,4.19185e-05
2198,0.00343914,4.17622e-05
2199,0.00342632,4.16066e-05
2200,0.00341355,4.14515e-05
2201,0.00340083,4.1297e-05
2202,0.00338815,4.11431e-05
2203,0.00337552,4.09898e-05
2204,0.00336294,4.0837e-05
2205,0.00335041,4.06848e-05
2206,0.00333792,4.05331e-05
2207,0.00332548,4.03821e-05
2208,0.00331308,4.02315e-05
2209,0.00330073,4.00816e-05
2210,0.00328843,3.99322e-05
2211,0.00327618,3.97834e-05
2212,0.00326396,3.96351e-05
2213,0.0032518,3.94874e-05
2214,0.00323968,3.93402e-05
2215,0.0032276,3.91936e-05
2216,0.00321557,3.90475e-05
2217,0.00320359,3.89019e-05
2218,0.00319165,3.87569e-05
2219,0.00317975,3.86125e-05
2220,0.0031679,3.84686e-05
2221,0.00315609,3.83252e-05
2222,0.00314433,3.81823e-05
2223,0.00313261,3.804e-05
2224,0.00312094,3.78983e-05
2225,0.0031093,3.7757e-05
2226,0.00309771,3.76163e-05
2227,0.00308617,3.74761e-05
2228,0.00307467,3.73364e-05
2229,0.00306321,3.71972e-05
2230,0.00305179,3.70586e-05
2231,0.00304041,3.69205e-05
2232,0.00302908,3.67829e-05
2233,0.00301779,3.66458e-05
2234,0.00300654,3.65092e-05
2235,0.00299534,3.63731e-05
2236,0.00298417,3.62375e-05
2237,0.00297305,3.61025e-05
2238,0.00296197,3.59679e-05
2239,0.00295093,3.58338e-05
2240,0.00293993,3.57003e-05
2241,0.00292897,3.55672e-05
2242,0.00291806,3.54347e-05
2243,0.00290718,3.53026e-05
2244,0.00289635,3.5171e-05
2245,0.00288555,3.50399e-05
2246,0.0028748,3.49093e-05
2247,0.00286408,3.47792e-05
2248,0.00285341,3.46496e-05
2249,0.00284277,3.45204e-05
2250,0.00283217,3.43918e-05
2251,0.00282162,3.42636e-05
2252,0.0028111,3.41359e-05
2253,0.00280062,3.40087e-05
2254,0.00279019,3.38819e-05
2255,0.00277979,3.37556e-05
2256,0.00276943,3.36298e-05
2257,0.0027591,3.35045e-05
2258,0.00274882,3.33796e-05
2259,0.00273857,3.32552e-05
2260,0.00272837,3.31312e-05
2261,0.0027182,3.30077e-05
2262,0.00270807,3.28847e-05
2263,0.00269797,3.27621e-05
2264,0.00268792,3.264e-05
2265,0.0026779,3.25184e-05
2266,0.00266792,3.23972e-05
2267,0.00265797,3.22764e-05
2268,0.00264807,3.21561e-05
2269,0.0026382,3.20363e-05
2270,0.00262836,3.19169e-05
2271,0.00261857,3.17979e-05
2272,0.00260881,3.16794e-05
2273,0.00259908,3.15613e-05
2274,0.0025894,3.14437e-05
2275,0.00257975,3.13265e-05
2276,0.00257013,3.12097e-05
2277,0.00256055,3.10934e-05
2278,0.00255101,3.09775e-05
2279,0.0025415,3.0862e-05
2280,0.00253203,3.0747e-05
2281,0.00252259,3.06324e-05
2282,0.00251319,3.05182e-05
2283,0.00250382,3.04045e-05
2284,0.00249449,3.02912e-05
2285,0.00248519,3.01783e-05
2286,0.00247593,3.00658e-05
2287,0.0024667,2.99537e-05
2288,0.00245751,2.98421e-05
2289,0.00244835,2.97309e-05
2290,0.00243922,2.96201e-05
2291,0.00243013,2.95097e-05
2292,0.00242107,2.93997e-05
2293,0.00241205,2.92901e-05
2294,0.00240306,2.91809e-05
2295,0.0023941,2.90722e-05
2296,0.00238518,2.89638e-05
2297,0.00237629,2.88558e-05
2298,0.00236743,2.87483e-05
2299,0.00235861,2.86411e-05
2300,0.00234982,2.85344e-05
2301,0.00234106,2.8428e-05
2302,0.00233233,2.83221e-05
2303,0.00232364,2.82165e-05
2304,0.00231498,2.81114e-05
2305,0.00230635,2.80066e-05
2306,0.00229775,2.79022e-05
2307,0.00228919,2.77982e-05
2308,0.00228066,2.76946e-05
2309,0.00227216,2.75914e-05
2310,0.00226369,2.74885e-05
2311,0.00225525,2.73861e-05
2312,0.00224685,2.7284e-05
2313,0.00223847,2.71823e-05
2314,0.00223013,2.7081e-05
2315,0.00222182,2.69801e-05
2316,0.00221354,2.68795e-05
2317,0.00220529,2.67793e-05
2318,0.00219707,2.66795e-05
2319,0.00218888,2.65801e-05
2320,0.00218072,2.6481e-05
2321,0.00217259,2.63823e-05
2322,0.00216449,2.6284e-05
2323,0.00215643,2.6186e-05
2324,0.00214839,2.60884e-05
2325,0.00214038,2.59912e-05
2326,0.0021324,2.58943e-05
2327,0.00212446,2.57978e-05
2328,0.00211654,2.57016e-05
2329,0.00210865,2.56058e-05
2330,0.00210079,2.55104e-05
2331,0.00209296,2.54153e-05
2332,0.00208516,2.53206e-05
2333,0.00207739,2.52262e-05
2334,0.00206964,2.51322e-05
2335,0.00206193,2.50385e-05
2336,0.00205424,2.49452e-05
2337,0.00204659,2.48522e-05
2338,0.00203896,2.47596e-05
2339,0.00203136,2.46673e-05
2340,0.00202379,2.45754e-05
2341,0.00201625,2.44838e-05
2342,0.00200873,2.43925e-05
2343,0.00200124,2.43016e-05
2344,0.00199379,2.4211e-05
2345,0.00198635,2.41208e-05
2346,0.00197895,2.40309e-05
2347,0.00197157,2.39413e-05
2348,0.00196423,2.38521e-05
2349,0.00195691,2.37632e-05
2350,0.00194961,2.36746e-05
2351,0.00194234,2.35864e-05
2352,0.00193511,2.34985e-05
2353,0.00192789,2.34109e-05
2354,0.00192071,2.33236e-05
2355,0.00191355,2.32367e-05
2356,0.00190642,2.31501e-05
2357,0.00189931,2.30638e-05
2358,0.00189223,2.29778e-05
2359,0.00188518,2.28922e-05
2360,0.00187815,2.28069e-05
2361,0.00187115,2.27219e-05
2362,0.00186418,2.26372e-05
2363,0.00185723,2.25528e-05
2364,0.00185031,2.24687e-05
2365,0.00184341,2.2385e-05
2366,0.00183654,2.23016e-05
2367,0.0018297,2.22184e-05
2368,0.00182288,2.21356e-05
2369,0.00181608,2.20531e-05
2370,0.00180931,2.19709e-05
2371,0.00180257,2.1889e-05
2372,0.00179585,2.18075e-05
2373,0.00178916,2.17262e-05
2374,0.00178249,2.16452e-05
2375,0.00177585,2.15645e-05
2376,0.00176923,2.14842e-05
2377,0.00176263,2.14041e-05
2378,0.00175606,2.13243e-05
2379,0.00174952,2.12448e-05
2380,0.001743,2.11656e-05
2381,0.0017365,2.10867e-05
2382,0.00173003,2.10082e-05
2383,0.00172358,2.09299e-05
2384,0.00171716,2.08518e-05
2385,0.00171076,2.07741e-05
2386,0.00170438,2.06967e-05
2387,0.00169803,2.06196e-05
2388,0.0016917,2.05427e-05
2389,0.00168539,2.04661e-05
2390,0.00167911,2.03899e-05
2391,0.00167285,2.03139e-05
2392,0.00166662,2.02381e-05
2393,0.00166041,2.01627e-05
2394,0.00165422,2.00876e-05
2395,0.00164805,2.00127e-05
2396,0.00164191,1.99381e-05
2397,0.00163579,1.98638e-05
2398,0.00162969,1.97898e-05
2399,0.00162362,1.9716e-05
2400,0.00161757,1.96425e-05
2401,0.00161154,1.95693e-05
2402,0.00160553,1.94964e-05
2403,0.00159955,1.94237e-05
2404,0.00159359,1.93513e-05
2405,0.00158765,1.92792e-05
2406,0.00158173,1.92073e-05
2407,0.00157583,1.91357e-05
2408,0.00156996,1.90644e-05
2409,0.00156411,1.89933e-05
2410,0.00155828,1.89226e-05
2411,0.00155247,1.8852e-05
2412,0.00154668,1.87818e-05
2413,0.00154092,1.87118e-05
2414,0.00153518,1.8642e-05
2415,0.00152945,1.85725e-05
2416,0.00152375,1.85033e-05
2417,0.00151807,1.84343e-05
2418,0.00151242,1.83656e-05
2419,0.00150678,1.82972e-05
2420,0.00150116,1.8229e-05
2421,0.00149557,1.81611e-05
2422,0.00148999,1.80934e-05
2423,0.00148444,1.80259e-05
2424,0.00147891,1.79587e-05
2425,0.0014734,1.78918e-05
2426,0.0014679,1.78251e-05
2427,0.00146243,1.77587e-05
2428,0.00145698,1.76925e-05
2429,0.00145155,1.76265e-05
2430,0.00144614,1.75608e-05
2431,0.00144075,1.74954e-05
2432,0.00143538,1.74302e-05
2433,0.00143003,1.73652e-05
2434,0.0014247,1.73005e-05
2435,0.00141939,1.7236e-05
2436,0.0014141,1.71718e-05
2437,0.00140883,1.71078e-05
2438,0.00140358,1.7044e-05
2439,0.00139835,1.69805e-05
2440,0.00139314,1.69172e-05
2441,0.00138794,1.68541e-05
2442,0.00138277,1.67913e-05
2443,0.00137762,1.67287e-05
2444,0.00137248,1.66664e-05
2445,0.00136737,1.66043e-05
2446,0.00136227,1.65424e-05
2447,0.00135719,1.64807e-05
2448,0.00135213,1.64193e-05
2449,0.00134709,1.63581e-05
2450,0.00134207,1.62971e-05
2451,0.00133707,1.62364e-05
2452,0.00133209,1.61759e-05
2453,0.00132712,1.61156e-05
2454,0.00132218,1.60555e-05
2455,0.00131725,1.59957e-05
2456,0.00131234,1.59361e-05
2457,0.00130745,1.58767e-05
2458,0.00130257,1.58175e-05
2459,0.00129772,1.57585e-05
2460,0.00129288,1.56998e-05
2461,0.00128806,1.56413e-05
2462,0.00128326,1.5583e-05
2463,0.00127848,1.55249e-05
2464,0.00127371,1.5467e-05
2465,0.00126897,1.54094e-05
2466,0.00126424,1.5352e-05
2467,0.00125953,1.52947e-05
2468,0.00125483,1.52377e-05
2469,0.00125015,1.51809e-05
2470,0.00124549,1.51244e-05
2471,0.00124085,1.5068e-05
2472,0.00123623,1.50118e-05
2473,0.00123162,1.49559e-05
2474,0.00122703,1.49001e-05
2475,0.00122246,1.48446e-05
2476,0.0012179,1.47893e-05
2477,0.00121336,1.47341e-05
2478,0.00120884,1.46792e-05
2479,0.00120433,1.46245e-05
2480,0.00119984,1.457e-05
2481,0.00119537,1.45157e-05
2482,0.00119092,1.44616e-05
2483,0.00118648,1.44077e-05
2484,0.00118206,1.4354e-05
2485,0.00117765,1.43005e-05
2486,0.00117326,1.42472e-05
2487,0.00116889,1.41941e-05
2488,0.00116453,1.41412e-05
2489,0.00116019,1.40885e-05
2490,0.00115587,1.4036e-05
2491,0.00115156,1.39837e-05
2492,0.00114727,1.39315e-05
2493,0.00114299,1.38796e-05
2494,0.00113873,1.38279e-05
2495,0.00113449,1.37763e-05
2496,0.00113026,1.3725e-05
2497,0.00112604,1.36738e-05
2498,0.00112185,1.36229e-05
2499,0.00111767,1.35721e-05
2500,0.0011135,1.35215e-05
2501,0.00110935,1.34711e-05
2502,0.00110522,1.34209e-05
2503,0.0011011,1.33709e-05
2504,0.00109699,1.33211e-05
2505,0.0010929,1.32714e-05
2506,0.00108883,1.32219e-05
2507,0.00108477,1.31727e-05
2508,0.00108073,1.31236e-05
2509,0.0010767,1.30746e-05
2510,0.00107269,1.30259e-05
2511,0.00106869,1.29774e-05
2512,0.00106471,1.2929e-05
2513,0.00106074,1.28808e-05
2514,0.00105678,1.28328e-05
2515,0.00105285,1.2785e-05
2516,0.00104892,1.27373e-05
2517,0.00104501,1.26898e-05
2518,0.00104112,1.26425e-05
2519,0.00103724,1.25954e-05
2520,0.00103337,1.25485e-05
2521,0.00102952,1.25017e-05
2522,0.00102568,1.24551e-05
2523,0.00102186,1.24087e-05
2524,0.00101805,1.23624e-05
2525,0.00101426,1.23164e-05
2526,0.00101048,1.22705e-05
2527,0.00100671,1.22247e-05
2528,0.00100296,1.21792e-05
2529,0.000999219,1.21338e-05
2530,0.000995495,1.20885e-05
2531,0.000991784,1.20435e-05
2532,0.000988088,1.19986e-05
2533,0.000984405,1.19539e-05
2534,0.000980736,1.19093e-05
2535,0.00097708,1.18649e-05
2536,0.000973439,1.18207e-05
2537,0.00096981,1.17767e-05
2538,0.000966196,1.17328e-05
2539,0.000962595,1.1689e-05
2540,0.000959007,1.16455e-05
2541,0.000955432,1.16021e-05
2542,0.000951871,1.15588e-05
2543,0.000948324,1.15157e-05
2544,0.000944789,1.14728e-05
2545,0.000941268,1.143e-05
2546,0.000937759,1.13874e-05
2547,0.000934264,1.1345e-05
2548,0.000930782,1.13027e-05
2549,0.000927313,1.12606e-05
2550,0.000923857,1.12186e-05
2551,0.000920413,1.11768e-05
2552,0.000916983,1.11352e-05
2553,0.000913565,1.10936e-05
2554,0.00091016,1.10523e-05
2555,0.000906768,1.10111e-05
2556,0.000903388,1.09701e-05
2557,0.000900021,1.09292e-05
2558,0.000896666,1.08884e-05
2559,0.000893324,1.08479e-05
2560,0.000889995,1.08074e-05
2561,0.000886677,1.07671e-05
2562,0.000883373,1.0727e-05
2563,0.00088008,1.0687e-05
2564,0.0008768,1.06472e-05
2565,0.000873532,1.06075e-05
2566,0.000870276,1.0568e-05
2567,0.000867032,1.05286e-05
2568,0.000863801,1.04894e-05
2569,0.000860581,1.04503e-05
2570,0.000857374,1.04113e-05
2571,0.000854178,1.03725e-05
2572,0.000850995,1.03338e-05
2573,0.000847823,1.02953e-05
2574,0.000844663,1.0257e-05
2575,0.000841515,1.02187e-05
2576,0.000838378,1.01806e-05
2577,0.000835253,1.01427e-05
2578,0.00083214,1.01049e-05
2579,0.000829039,1.00672e-05
2580,0.000825949,1.00297e-05
2581,0.00082287,9.99232e-06
2582,0.000819803,9.95508e-06
2583,0.000816748,9.91797e-06
2584,0.000813704,9.88101e-06
2585,0.000810671,9.84418e-06
2586,0.000807649,9.80749e-06
2587,0.000804639,9.77093e-06
2588,0.00080164,9.73452e-06
2589,0.000798652,9.69823e-06
2590,0.000795675,9.66209e-06
2591,0.00079271,9.62607e-06
2592,0.000789755,9.5902e-06
2593,0.000786812,9.55445e-06
2594,0.000783879,9.51884e-06
2595,0.000780957,9.48336e-06
2596,0.000778047,9.44802e-06
2597,0.000775147,9.4128e-06
2598,0.000772258,9.37772e-06
2599,0.000769379,9.34277e-06
2600,0.000766512,9.30794e-06
2601,0.000763655,9.27325e-06
2602,0.000760808,9.23869e-06
2603,0.000757973,9.20425e-06
2604,0.000755148,9.16995e-06
2605,0.000752333,9.13577e-06
2606,0.000749529,9.10172e-06
2607,0.000746735,9.0678e-06
2608,0.000743952,9.034e-06
2609,0.000741179,9.00033e-06
2610,0.000738417,8.96678e-06
2611,0.000735665,8.93336e-06
2612,0.000732923,8.90006e-06
2613,0.000730191,8.86689e-06
2614,0.000727469,8.83384e-06
2615,0.000724758,8.80092e-06
2616,0.000722057,8.76812e-06
2617,0.000719365,8.73544e-06
2618,0.000716684,8.70288e-06
2619,0.000714013,8.67044e-06
2620,0.000711352,8.63812e-06
2621,0.0007087,8.60593e-06
2622,0.000706059,8.57385e-06
2623,0.000703427,8.5419e-06
2624,0.000700806,8.51006e-06
2625,0.000698194,8.47834e-06
2626,0.000695591,8.44674e-06
2627,0.000692999,8.41526e-06
2628,0.000690416,8.38389e-06
2629,0.000687842,8.35264e-06
2630,0.000685279,8.32151e-06
2631,0.000682725,8.2905e-06
2632,0.00068018,8.2596e-06
2633,0.000677645,8.22881e-06
2634,0.000675119,8.19814e-06
2635,0.000672603,8.16759e-06
2636,0.000670096,8.13714e-06
2637,0.000667598,8.10681e-06
2638,0.00066511,8.0766e-06
2639,0.000662631,8.0465e-06
2640,0.000660161,8.01651e-06
2641,0.000657701,7.98663e-06
2642,0.000655249,7.95686e-06
2643,0.000652807,7.9272e-06
2644,0.000650374,7.89766e-06
2645,0.00064795,7.86822e-06
2646,0.000645535,7.83889e-06
2647,0.000643129,7.80968e-06
2648,0.000640732,7.78057e-06
2649,0.000638344,7.75157e-06
2650,0.000635965,7.72268e-06
2651,0.000633594,7.69389e-06
2652,0.000631233,7.66522e-06
2653,0.00062888,7.63665e-06
2654,0.000626536,7.60818e-06
2655,0.000624201,7.57983e-06
2656,0.000621874,7.55158e-06
2657,0.000619556,7.52343e-06
2658,0.000617247,7.49539e-06
2659,0.000614947,7.46745e-06
2660,0.000612655,7.43962e-06
2661,0.000610371,7.41189e-06
2662,0.000608096,7.38427e-06
2663,0.00060583,7.35674e-06
2664,0.000603572,7.32932e-06
2665,0.000601322,7.30201e-06
2666,0.000599081,7.27479e-06
2667,0.000596848,7.24768e-06
2668,0.000594623,7.22066e-06
2669,0.000592407,7.19375e-06
2670,0.000590199,7.16694e-06
2671,0.000587999,7.14022e-06
2672,0.000585808,7.11361e-06
2673,0.000583624,7.0871e-06
2674,0.000581449,7.06068e-06
2675,0.000579282,7.03437e-06
2676,0.000577123,7.00815e-06
2677,0.000574972,6.98203e-06
2678,0.000572829,6.956e-06
2679,0.000570694,6.93008e-06
2680,0.000568567,6.90425e-06
2681,0.000566448,6.87852e-06
2682,0.000564336,6.85288e-06
2683,0.000562233,6.82734e-06
2684,0.000560137,6.80189e-06
2685,0.00055805,6.77654e-06
2686,0.00055597,6.75128e-06
2687,0.000553897,6.72612e-06
2688,0.000551833,6.70105e-06
2689,0.000549776,6.67607e-06
2690,0.000547727,6.65119e-06
2691,0.000545686,6.6264e-06
2692,0.000543652,6.6017e-06
2693,0.000541625,6.5771e-06
2694,0.000539607,6.55258e-06
2695,0.000537596,6.52816e-06
2696,0.000535592,6.50383e-06
2697,0.000533596,6.47959e-06
2698,0.000531607,6.45544e-06
2699,0.000529625,6.43138e-06
2700,0.000527651,6.4074e-06
2701,0.000525685,6.38352e-06
2702,0.000523725,6.35973e-06
2703,0.000521773,6.33603e-06
2704,0.000519829,6.31241e-06
2705,0.000517891,6.28888e-06
2706,0.000515961,6.26544e-06
2707,0.000514038,6.24209e-06
2708,0.000512122,6.21883e-06
2709,0.000510213,6.19565e-06
2710,0.000508311,6.17255e-06
2711,0.000506417,6.14955e-06
2712,0.000504529,6.12663e-06
2713,0.000502649,6.10379e-06
2714,0.000500775,6.08104e-06
2715,0.000498909,6.05838e-06
2716,0.000497049,6.0358e-06
2717,0.000495197,6.0133e-06
2718,0.000493351,5.99089e-06
2719,0.000491512,5.96856e-06
2720,0.00048968,5.94631e-06
2721,0.000487855,5.92415e-06
2722,0.000486037,5.90207e-06
2723,0.000484225,5.88007e-06
2724,0.000482421,5.85816e-06
2725,0.000480623,5.83632e-06
2726,0.000478831,5.81457e-06
2727,0.000477047,5.7929e-06
2728,0.000475268,5.77131e-06
2729,0.000473497,5.74979e-06
2730,0.000471732,5.72836e-06
2731,0.000469974,5.70701e-06
2732,0.000468222,5.68574e-06
2733,0.000466477,5.66455e-06
2734,0.000464739,5.64344e-06
2735,0.000463006,5.6224e-06
2736,0.000461281,5.60145e-06
2737,0.000459561,5.58057e-06
2738,0.000457849,5.55977e-06
2739,0.000456142,5.53905e-06
2740,0.000454442,5.5184e-06
2741,0.000452748,5.49784e-06
2742,0.000451061,5.47734e-06
2743,0.00044938,5.45693e-06
2744,0.000447705,5.43659e-06
2745,0.000446036,5.41633e-06
2746,0.000444373,5.39614e-06
2747,0.000442717,5.37603e-06
2748,0.000441067,5.35599e-06
2749,0.000439423,5.33603e-06
2750,0.000437785,5.31614e-06
2751,0.000436154,5.29632e-06
2752,0.000434528,5.27658e-06
2753,0.000432908,5.25692e-06
2754,0.000431295,5.23732e-06
2755,0.000429687,5.2178e-06
2756,0.000428086,5.19836e-06
2757,0.00042649,5.17898e-06
2758,0.000424901,5.15968e-06
2759,0.000423317,5.14045e-06
2760,0.000421739,5.12129e-06
2761,0.000420167,5.1022e-06
2762,0.000418601,5.08318e-06
2763,0.000417041,5.06424e-06
2764,0.000415487,5.04536e-06
2765,0.000413938,5.02656e-06
2766,0.000412395,5.00782e-06
2767,0.000410858,4.98916e-06
2768,0.000409327,4.97056e-06
2769,0.000407801,4.95204e-06
2770,0.000406281,4.93358e-06
2771,0.000404767,4.91519e-06
2772,0.000403258,4.89687e-06
2773,0.000401755,4.87862e-06
2774,0.000400258,4.86043e-06
2775,0.000398766,4.84232e-06
2776,0.00039728,4.82427e-06
2777,0.000395799,4.80629e-06
2778,0.000394324,4.78838e-06
2779,0.000392854,4.77053e-06
2780,0.00039139,4.75275e-06
2781,0.000389931,4.73503e-06
2782,0.000388478,4.71739e-06
2783,0.00038703,4.6998e-06
2784,0.000385587,4.68229e-06
2785,0.00038415,4.66483e-06
2786,0.000382719,4.64745e-06
2787,0.000381292,4.63013e-06
2788,0.000379871,4.61287e-06
2789,0.000378455,4.59568e-06
2790,0.000377045,4.57855e-06
2791,0.000375639,4.56148e-06
2792,0.000374239,4.54448e-06
2793,0.000372844,4.52754e-06
2794,0.000371455,4.51067e-06
2795,0.00037007,4.49386e-06
2796,0.000368691,4.47711e-06
2797,0.000367317,4.46042e-06
2798,0.000365948,4.44379e-06
2799,0.000364584,4.42723e-06
2800,0.000363225,4.41073e-06
2801,0.000361871,4.39429e-06
2802,0.000360522,4.37791e-06
2803,0.000359178,4.3616e-06
2804,0.00035784,4.34534e-06
2805,0.000356506,4.32914e-06
2806,0.000355177,4.31301e-06
2807,0.000353853,4.29693e-06
2808,0.000352535,4.28092e-06
2809,0.000351221,4.26496e-06
2810,0.000349912,4.24906e-06
2811,0.000348607,4.23323e-06
2812,0.000347308,4.21745e-06
2813,0.000346014,4.20173e-06
2814,0.000344724,4.18607e-06
2815,0.000343439,4.17047e-06
2816,0.000342159,4.15492e-06
2817,0.000340884,4.13944e-06
2818,0.000339613,4.12401e-06
2819,0.000338347,4.10864e-06
2820,0.000337086,4.09332e-06
2821,0.00033583,4.07807e-06
2822,0.000334578,4.06287e-06
2823,0.000333331,4.04773e-06
2824,0.000332089,4.03264e-06
2825,0.000330851,4.01761e-06
2826,0.000329618,4.00263e-06
2827,0.000328389,3.98772e-06
2828,0.000327165,3.97285e-06
2829,0.000325946,3.95805e-06
2830,0.000324731,3.94329e-06
2831,0.000323521,3.9286e-06
2832,0.000322315,3.91395e-06
2833,0.000321114,3.89936e-06
2834,0.000319917,3.88483e-06
2835,0.000318724,3.87035e-06
2836,0.000317537,3.85593e-06
2837,0.000316353,3.84155e-06
2838,0.000315174,3.82724e-06
2839,0.000313999,3.81297e-06
2840,0.000312829,3.79876e-06
2841,0.000311663,3.7846e-06
2842,0.000310501,3.7705e-06
2843,0.000309344,3.75644e-06
2844,0.000308191,3.74244e-06
2845,0.000307042,3.72849e-06
2846,0.000305898,3.7146e-06
2847,0.000304758,3.70075e-06
2848,0.000303622,3.68696e-06
2849,0.00030249,3.67322e-06
2850,0.000301363,3.65952e-06
2851,0.00030024,3.64589e-06
2852,0.000299121,3.6323e-06
2853,0.000298006,3.61876e-06
